_id,id,name,address,latitude,longitude,about,phone,website,image,longtitude
651cdfb3f721dadd5abf2240,axis,Axis,"202 N LBJ Suite A San Marcos, TX 78666",29.88346,-97.93997,"Axis, located right in the heart of Downtown San Marcos, features karaoke, live music and a piano bar. Axis also has a courtyard for soaking up the lively San Marcos atmosphere.",5123923031,https://axisbarsmtx.com/,https://i.imgur.com/NoT8hrd.jpg,
651e4b8667944ee39d43c71e,,Zelicks,"336 W Hopkins St, San Marcos, TX 78666",29.8828375,-97.945398,"Rough 'n' ready roadhouse bar set in a 1930s gas station with TVs, games, a pool table & a patio.",5127578787,http://www.zelickssmtx.com/,https://i.imgur.com/ikuh0yR.jpg,
651e5014c7ff119bb2ec6dcc,,Patio Dolcetto,"322 Cheatham St, San Marcos, TX 78666",29.87682,,"Enjoy dining and imbibing at Patio Dolcetto. Treat yourself to great wines, craft ciders, cocktails, martinis, craft beers and good food on the romantic patio. And trust us, you're going to want to save room for dessert!",5123663605,https://patiodolcetto.com/,https://i.imgur.com/u5W6rwg.jpg,-97.93679
651f35001f8d452578e3638e,freddycslounge,Freddy C's Lounge,"141 E. Hopkins St San Marcos, TX 78666",29.88346,-97.94043,Come enjoy your favorite sports on the largest HD screens in town or just sit back and relax as the fast and friendly staff take care of you.,5125570098,https://freddycssmtx.com/,https://i.imgur.com/lUQkWIG.jpg,
651f355d1f8d452578e3638f,fullmoonsaloon,Full Moon Saloon,"16480 Texas Hwy 123, San Marcos, TX 78666",29.80095,-97.9452,"Full Moon Saloon is where to go in San Marcos when you want to unwind and enjoy a drink. They offer a full bar, friendly atmosphere and good service. They have plenty of TVs for those of you who want to enjoy watching your favorite team play, pool tables and dart boards. You'll enjoy the menu of appetizers they offer to go along with whatever your drink of choice may be. There's no need to worry about having to spend a fortune to indulge yourself in the many drinks that are available. The cost of drinks is reasonable, and the quality is superb.",5123962288,https://www.facebook.com/p/Fullmoon-Saloon-100042368575950/,https://i.imgur.com/PmWRvOr.jpg,
651f35821f8d452578e36390,greenparrot,Green Parrot,"124 N. LBJ Drive San Marcos, TX 78666",29.88294,-97.93985,Green Parrot is a fun place to come and enjoy a good drink with good friends,5123964259,https://www.facebook.com/gparrotsanmarcos/,https://i.imgur.com/wBIXzbM.jpg,
651f35be1f8d452578e36391,growling,The Growling,"700 North LBJ Drive Suite 111 San Marcos, TX 78666",29.89186,-97.94091,"There are 27 Texas breweries represented on the tap wall from all five regions of the state. Drink a pint or share a growler with your friends at the bar, or purchase your beer to-go. They also offer plastic growlers for your float down the river or classic glass growlers and fancy porcelain growlers for those special occasions.",5122166044,http://www.thegrowling.com,https://i.imgur.com/eYv0OeU.jpg,
651f35ce1f8d452578e36392,happycowbarngrill,Happy Cow Bar And Grill,"9103 FM1102, New Braunfels, TX 78130",29.8048,-98.02137,"Enjoy live music, delicious drinks and tasty food at Happy Cow Bar & Grill. The Texas Hill Country oasis is the perfect place to grab a picnic table, kick back and enjoy a good burger, cold beer and great music. Live music is played on the large outdoor stage, the “Happy Cow Backyard,” every Friday and Saturday.",5126677510,https://happycowbar.com,https://i.imgur.com/E1teYV9.jpg,
651f36061f8d452578e36393,harpersonsquare,Harper's On The Square,"139 E. Hopkins St. San Marcos, TX 78666",29.8834,-97.94053,"Whether you're looking to watch the big game, relax with a round of drinks with your friends, or catch a live music performance, Harper's is always a good time. Monday-Friday 4pm-2am Saturday-Sunday 11am-2am",5128782448,https://www.facebook.com/HarpersVerandaSMTX/,https://i.imgur.com/8qEWmd1.jpg,
651f36481f8d452578e36394,idontknowbar,I Don't Know Bar,"650 E. Hopkins St San Marcos, TX 78666",29.88491,-97.92496,"Pool, darts and lots of TV's with all the sports channels. I Don't Know Bar is open early and closes late. Monday-Friday 1pm-2am Saturday-Sunday 12pm-2am",5123961964,https://smtx.industrytx.com/,https://i.imgur.com/VIJH5h7.jpg,
651f36641f8d452578e36395,idontknowbar,I Don't Know Bar,"650 E. Hopkins St San Marcos, TX 78666",29.88491,-97.92496,"Pool, darts and lots of TV's with all the sports channels. I Don't Know Bar is open early and closes late. Monday-Friday 1pm-2am Saturday-Sunday 12pm-2am",5123961964,https://smtx.industrytx.com/,https://i.imgur.com/VIJH5h7.jpg,
651f366e1f8d452578e36396,jacksroadhouse,Jack's Roadhouse,"1625 Hunter Rd. San Marcos, TX 78666",29.87081,-97.95864,"Looking for a place to kick back, relax and enjoy a cold one (or two)? Jack's Roadhouse is just the place! With covered porch seating, live music and a full service bar, you're sure to be in for a good time.",5122148511,https://www.facebook.com/jacksroadhouse.sanmarcos/,https://i.imgur.com/OcSBovc.jpg,
651f37081f8d452578e36397,kissingalley,Kissing Alley,"121 E Hopkins San Marcos, TX 78666",29.88315,-97.94081,"What may seem like an average alley to passersby is actually one of San Marcos’ hidden gems! With eclectic murals both large and small, twinkly lights strung overhead and, of course, scenic views of the Hays County Courthouse – Kissing Alley is the heart of Downtown San Marcos.",5123938430,https://www.facebook.com/downtownsmtx/,https://i.imgur.com/A6skuj4.jpg,
651f37131f8d452578e36398,lanikailounge,Lanikai Lounge & Tiki Room,"700 N LBJ, #113 San Marcos, TX 78666",29.89186,-97.94091,LaniKai primarily serves tiki drinks and other classic cocktails. They also serve “small bites” of food with a Hawaiian and Asian fusion.,5122148222,https://www.lanikailounge.com,https://i.imgur.com/WlpCwHA.jpg,
651f374e1f8d452578e36399,marc,The Marc,"120 East San Antonio Street San Marcos, TX 78666",29.88203,-97.94054,"With state-of-the-art sound, lighting and production equipment, three full-service bars, an upper-level balcony, a capacity of nearly 1,000 fans, two projector screens that show off the stage and a large dance floor - The Marc is a place you truly have to see and hear to believe!",5127873771,https://themarcsm.com,https://i.imgur.com/34FL1a5.jpg,
651f37621f8d452578e3639a,martindalerivercafe,Martindale River Cafe,"415 Main St Martindale, TX 78655",29.83961,-97.84362,"Beer. Wine. Coffee. Fun. Sammies. Snacks. Music. Gifts. Good friends and good times in magical, mystical, Martindale.",5123574277,https://www.martindalerivercafe.com,https://i.imgur.com/9TAw6Yt.jpg,
651f37a21f8d452578e3639c,mayloos,Mayloo's,"138 N LBJ San Marcos, TX 78666",29.88307,-97.93984,Mayloo's has a full-service bar in a historic building on the square. Sit outdoors on the deck and enjoy a refreshing beverage.,5123933418,https://www.facebook.com/mayloossmtx,https://i.imgur.com/01Ibp5Q.jpg,
651f37c51f8d452578e3639d,middletonbrewing,Middleton Brewing,"101 Oakwood Loop San Marcos, TX 78666",29.93049,-98.07176,"Four legs or two, everyone feels right at home at Middleton Brewing! We suggest getting a glass of anything that strikes your fancy and then head to the rooftop for beautiful Hill Country views. The laid-back atmosphere at Middleton really hits the spot after a long day of exploring. Thursday to Friday: 2pm to 10pm Saturday: 12pm to 10pm Sunday: 12pm to 10pm Monday: 2pm to 10pm **Public Brew House Tour every Saturday at 2pm",5128473435,http://www.middletonbrewingtx.com,https://i.imgur.com/ZBPZQV0.jpg,
651f381a1f8d452578e3639e,nephews,Nephew's,"100 N. Guadalupe St. San Marcos, TX 78666",29.88241,-97.94162,"Fashionable nightclub with a club atmosphere, great bartenders and some of the best drink specials in Downtown San Marcos. Monday-Saturday 8pm-2am.",5125582337,https://www.facebook.com/nephews.sanmarcos/,https://i.imgur.com/KT1bcJq.jpg,
651f38421f8d452578e3639f,porch,The Porch,"129 East Hopkins Street San Marcos, TX 78666",29.88339,-97.94065,"The Porch offers 55 different craft beers and features several televisions, including a 360-degree display at the bar.",5123929824,https://www.taproomsanmarcos.com,https://i.imgur.com/iGUBWI7.jpg,
651f38671f8d452578e363a0,puttpub,Putt Pub,"307 S LBJ San Marcos, TX 78666",29.87933,-97.93925,"Two full bars, indoor and outdoor seating, tasty food trucks, games, and, of course, an 18-hole miniature golf course - Putt Pub is a great place for the kids at heart. This laid-back neighborhood bar is full of fun surprises (like a seesaw!) and you're always in for a good time.",5122229838,http://www.puttpub.com,https://i.imgur.com/p6Wqpx5.jpg,
651f38871f8d452578e363a1,ragnarscompound,Ragnar's On The Compound,"6900 Ranch Road 12 San Marcos, TX 78666",29.92461,-98.06175,"Ragnar's On The Compound is an indoor bar that is part of The Southern Compound, which is a 6-acre outdoor music venue.",5129949890,https://www.ragnarsotc.com,https://i.imgur.com/rDlMpuK.jpg,
651f38941f8d452578e363a2,railyardbarngrill,Railyard Bar And Grill,"116 S. Edward Gary St. San Marcos, TX 78666",29.88137,-97.939,"Railyard Bar and Grill is a great place for the whole family to hang out, play and enjoy some good food. Get a drink from the full bar, relax and listen to live music and explore the spacious outdoor area with games for the whole crew.",5123927555,https://railyardbarandgrill.com,https://i.imgur.com/502ItF5.jpg,
651f38bd1f8d452578e363a3,redbus,Red Bus Food Truck Park,"801 Chestnut St San Marcos, TX 78666",29.89227,-97.94198,Red Bus Food Park is home to the only 40-foot bus that is heated and cooled for dining with food trucks surrounding it. Opt for outside dining under the shade of the trees on the lot. Get a sweet dessert from the bakeshop on site.,5125371902,https://redbusfoodpark.com,https://i.imgur.com/wVzNMiK.jpg,
651f38d21f8d452578e363a4,rileystavern,Riley's Tavern,"8894 FM 1102Hunter, TX 78132 New Braunfels, TX 78132",29.80627,-98.02359,"Did you know that Riley's was the first Texas establishment to get a beer license after prohibition ended in 1933? It's been a go-to watering hole ever since! Enjoy good food, great drinks, and of course, lots of wonderful live music.",5123923132,https://www.rileystavern.com,https://i.imgur.com/DV1gkf6.png,
651f39081f8d452578e363a5,roughhousebrewing,Roughhouse Brewing,"680 Oakwood Loop San Marcos, TX 78666",29.93648,-98.06137,"Roughhouse Brewing is a family-owned and operated craft brewery located on five acres of the Pasternak family ranch in the hill country of San Marcos. Tucked away off of Ranch Road 12, the brewery serves refreshing, farmhouse-style beer and scratch-made fare that complements the Texas landscape. Customers can relax inside the rustic brewery barn or in the oak-surrounded outdoor seating area and enjoy live music on the weekends.",5126677000,https://www.roughhousebrewing.com,https://i.imgur.com/dvS3eFq.jpg,
651f391f1f8d452578e363a6,sakebistronbar,Saké Bistro & Bar,"100 W. Hopkins St San Marcos, TX 78666",29.88324,-97.94176,Saké Bistro Bar offers a versatile setting for whatever mood you’re in. There are screens propped at all angles at the bistro bar and serve many craft beer and saké selections.,5126676766,https://www.instagram.com/sakesanmarcos/,https://i.imgur.com/L6zen9G.jpg,
651f39311f8d452578e363a7,seanpatrick,Sean Patrick'S Irish Pub & Texas Grub,"202 E. San Antonio St. Ste.119 San Marcos, TX 78666",29.88211,-97.93946,Sean Patrick’s is all about the Irish pub and Texas grub! Grab yourself an order of Guinness Fish & Chips and a cold pint of Sean Patrick’s finest beer and enjoy the buzz of Downtown San Marcos.,5123927310,https://seanpatrickstx.com,https://i.imgur.com/RZxnHAk.jpg,
651f39561f8d452578e363a8,shade,Shade Rooftop Patio,"127 E Hopkins St San Marcos, TX 78666",29.88338,-97.9408,"Relax with a cold beverage on the open-air rooftop at Shade Rooftop Patio. Find a shady spot, start a game of Jenga or simply just kick back and unwind with some of the best craft cocktails in town! Open daily: 4pm - 2am",5123921170,https://www.facebook.com/ShadeRooftop/,https://i.imgur.com/tOxwIMm.jpg,
651f39631f8d452578e363a9,showdown,Showdown,"207 E. Hutchison St. San Marcos, TX 78666",29.88463,-97.93998,"For decades, Showdown has been a staple hangout for locals and students alike. The laid-back environment with cheap drinks, good people and plenty to do makes Showdown an ideal bar to call home. Stop by for a drink and find your home at Showdown! Grill Hours: Monday - Saturday: 11am - 1am Sunday: 12pm - 1am",5123927282,https://www.instagram.com/showdownsmtx/,https://i.imgur.com/bqgYB0Z.jpg,
651f39931f8d452578e363aa,taproom,The Taproom,"129 E. Hopkins St. Suite 120 San Marcos, TX 78666",29.88339,-97.94065,"Taproom Pub and Grub opened its door in 1994 with one goal in mind, to serve the best food and beer around, and over 20 years later that is exactly what their customers have come to expect. Whether you are dining on one of their award-winning burgers or the famous baby back ribs, you will be sure to find just the right beer to accompany your meal. You'll find 42 different beers on tap from all over the world, as well as a variety of bottled beer. They also offer a full bar in case you are in the mood for something different. The Tap Room has 6 large flat screen tv's so you can catch the game. So bring your appetite and come enjoy what has kept customers coming back year after year.",5123929824,https://www.taproomsanmarcos.com,https://i.imgur.com/fN1OjRm.jpg,
651f39cf1f8d452578e363ab,treffstavern,Treff's Tavern,"804 Chestnut St. San Marcos, TX 78666",29.89288,-97.94181,"Treff's Tavern, is your friendly neighborhood bar located right up North LBJ and just across from Texas State campus. Treff's Tavern is your one-stop haven whenever you need to get out of the house, take a break from work or school, or just need to get a cold one. Bring your friends, or just come up on your own and meet our great bar staff and regulars! You'll love our daily happy hour and nightly drink specials, as well as get caught up in our weekly events! Monday-Sunday 12:30pm-2am",5123531594,https://www.treffstavern.com,https://i.imgur.com/Bsc0yk4.png,
651f39ec1f8d452578e363ac,vault,The Vault,"100 W. Hopkins San Marcos, TX 78666",29.88324,-97.94176,"The Vault is a popular nightlife spot on the Square in Downtown San Marcos. The name pays homage to when the building was the ""Old State Bank"" and the vault inside was blown up with nitro by the Newton Gang. They overestimated the amount needed though and the vault door launched 20 feet through the building and woke up the neighborhood. The gang emerged with $24,000 and they simply walked out of town.",5125538707,https://vaultsakesanmarcos.com/,https://i.imgur.com/L6zen9G.jpg,
651f3a0b1f8d452578e363ad,veranda,The Veranda Roof Top Patio,"139 E. Hopkins San Marcos, TX 78666",29.8834,-97.94053,Enjoy the best view of Downtown San Marcos at Veranda! 360 degrees views of San Marcos from the top of Harper's Public House.,5128782448,https://www.facebook.com/HarpersVerandaSMTX/,https://i.imgur.com/qx4FY5w.jpg,
651f3a161f8d452578e363ae,uproot,Uproot,"215 N LBJ DR San Marcos, TX 78666",29.88372,-97.94044,"Nestled above the Root Cellar Cafe and a stone’s throw from the busy Square is UpRoot. It’s the perfect place for a cocktail before dinner, date night out to impress, or a solid start to a legendary evening.",5123925158,https://rootcellarcafe.com/san-marcos/uproot-bar.html,https://i.imgur.com/5a4vHWN.png,
651f3a391f8d452578e363af,wakethedead,Wake The Dead Coffee House,"1432 Ranch Road 12 San Marcos, TX 78666",29.89165,-97.95669,This funky Tim Burton-esque serves breakfast and lunch. Choose from a variety of over 55 imported and domestic beers. Monthly exhibits showcase local artists. Monday - Sunday: 7am - 12am,5127549253,https://wakethedeadcoffeehouse.squarespace.com,https://i.imgur.com/9eBSErT.jpg,
651f3a461f8d452578e363b0,wildfire,Wildfire,"141 E. Hopkins St San Marcos, TX 78666",29.88346,-97.94043,Wildfire is a nightclub located in the heart of San Marcos offering a full bar with various local DJs and events.,9566818713,https://www.instagram.com/thewildfiresmtx/,https://i.imgur.com/dKsvMF1.png,
