_id,id,name,address,latitude,longitude,about,phone,website,image[0],image[1],image[2],image[3],image[4],image[5],image[6],friday,monday,saturday,sunday,thursday,tuesday,wednesday,yelp,amenities,facebook,instagram,price,rating,tags,review,longtitude,image,facebook[0],facebook[1],facebook[2],facebook[3],facebook[4],facebook[5],facebook[6]
651f38941f8d452578e363a2,railyardbarngrill,Railyard Bar And Grill,"116 S. Edward Gary St. San Marcos, TX 78666",29.88137,-97.939,"Railyard Bar and Grill is a great place for the whole family to hang out, play and enjoy some good food. Get a drink from the full bar, relax and listen to live music and explore the spacious outdoor area with games for the whole crew.",5123927555,https://railyardbarandgrill.com,https://i.imgur.com/502ItF5.jpg,https://i.imgur.com/Er9tTLZ.jpg,https://i.imgur.com/UuEWN08.jpg,https://i.imgur.com/iQdK9n3.jpg,https://i.imgur.com/NNAwVnc.jpg,https://i.imgur.com/yTK9HSJ.jpg,https://i.imgur.com/ws8oqG5.jpg,12:00 PM - 2:00 AM,4:00 PM - 12:00 AM,12:00 PM - 2:00 AM,12:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,https://www.yelp.com/biz/railyard-bar-and-grill-san-marcos,"Offers Takeout,No Reservations,Vegan Options,Many Vegetarian Options,Accepts Credit Cards,Accepts Apple Pay,Outdoor Seating,Casual,Moderate Noise,Good for Groups,Good For Kids,Good for Lunch, Dinner,Pool Table,Private Lot Parking,Waiter Service,Free Wi-Fi,Live Music,Best nights on Thursday,Best nights on Friday,Best nights on Saturday,Happy Hour Specials,Full Bar,Smoking Outside Only,TV,Offers Catering,Not Good For Dancing,No Drive-Thru,Bike Parking",https://www.facebook.com/profile.php?id=227801880609841,https://www.instagram.com/railyardsmtx/,$$,4.1,"American (Traditional),Mexican,Sports Bars,Bars,Grills",689,,,,,,,,,
651f3a0b1f8d452578e363ad,veranda,The Veranda Roof Top Patio,"139 E. Hopkins San Marcos, TX 78666",29.8834,-97.94053,Enjoy the best view of Downtown San Marcos at Veranda! 360 degrees views of San Marcos from the top of Harper's Public House.,5128782448,https://www.facebook.com/HarpersVerandaSMTX/,https://i.imgur.com/FFi8U1r.png,https://i.imgur.com/wdfhhEr.jpg,,,,,,1:30 PM – 12:00 AM,5:00 PM – 12:00 AM,12:30 PM -  2:00 AM,12:30 PM -  12:00 AM,3:00 PM – 12:00 AM,3:00 PM – 12:00 AM,3:00 PM – 12:00 AM,https://www.yelp.com/biz/the-veranda-san-marcos,"No Reservations,Accepts Credit Cards,Outdoor Seating,Loud,Good for Groups,Pool Table,Best nights on Thursday,Best nights on Friday,Best nights on Saturday,Full Bar,TV,Bike Parking",https://www.facebook.com/HarpersVerandaSMTX/,https://www.instagram.com/harpers.veranda.snappaheads/,$,3.5,"Lounges,Bars",46,,,,,,,,,
651cdf61f721dadd5abf223b,codys,Cody's Restaurant Bar & Patio,"690 Centerpoint Road #209 San Marcos, TX 78666",29.82858,-97.98707,"Cody's provides a relaxing and cozy atmosphere, great music and a fresh full menu with specialty drinks, wine and beer. Relax on the patio and watch the hill country sunset. We take pride in not only the presentation and quality of our cuisine, but also the first-class service that comes along with it. ",5123932867,https://www.codyssmtx.com/,https://i.imgur.com/9yUHeXv.jpg,https://i.imgur.com/MQg92FW.png,https://i.imgur.com/kZZkCL8.png,https://i.imgur.com/wrMQVjl.png,https://i.imgur.com/3LvZ86q.png,https://i.imgur.com/mxReCtP.jpg,https://i.imgur.com/hbzmAuX.png,11:30 AM - 10:00 PM,CLOSED,11:30 AM - 10:00 PM,CLOSED,11:30 AM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,https://www.yelp.com/biz/codys-restaurant-bar-and-patio-san-marcos-3,"Accepts Android Pay,Accepts Apple Pay,Accepts Credit Cards,Best nights on Thursday, Friday, Saturday,Casual Dress,Covered Outdoor Seating,Dogs Not Allowed,Free Wi-Fi,Full Bar,Good For Kids,Good for Groups,Good for Lunch, Dinner,Happy Hour Specials,Heated Outdoor Seating,Intimate,Moderate Noise,Many Vegetarian Options,No Bike Parking,No Delivery,No Drive-Thru,No Pool Table,No Reservations,Offers Catering,Offers Takeout,Private Dining,Private Lot Parking,Smoking Outside Only,Takes Reservations,TV,Vegan Options,Waiter Service,Wheelchair Accessible",https://www.facebook.com/CodysSMTX/,https://www.instagram.com/codyssmtx/,$$$,4.6,"Lounges,American (New),Cocktail Bars",703,,,,,,,,,
651f36481f8d452578e36394,idontknowbar,I Don't Know Bar,"650 E. Hopkins St San Marcos, TX 78666",29.88491,-97.92496,"Pool, darts and lots of TV's with all the sports channels. I Don't Know Bar is open early and closes late. Monday-Friday 1pm-2am Saturday-Sunday 12pm-2am",5123961964,https://www.facebook.com/p/I-Dont-Know-Bar-100057188511171/,https://i.imgur.com/f8YorJc.png,https://i.imgur.com/8n1vXM4.png,https://i.imgur.com/8AccL5R.png,,,,,11:30 AM - 1:30 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,https://www.yelp.com/biz/i-dont-know-bar-san-marcos,"No Reservations,Accepts Credit Cards,Very Loud,Good For Dancing,Pool Table,Private Lot Parking,Paid Wi-Fi,DJ,Full Bar,Smoking Outside Only,TV,No Outdoor Seating,Not Good For Groups,No Bike Parking",https://www.facebook.com/p/I-Dont-Know-Bar-100057188511171/,,$,3.9,"Dive Bars,Poll Halls",239,,,,,,,,,
651f355d1f8d452578e3638f,fullmoonsaloon,Full Moon Saloon,"16480 Texas Hwy 123, San Marcos, TX 78666",29.80095,-97.9452,"Full Moon Saloon is where to go in San Marcos when you want to unwind and enjoy a drink. They offer a full bar, friendly atmosphere and good service. They have plenty of TVs for those of you who want to enjoy watching your favorite team play, pool tables and dart boards. You'll enjoy the menu of appetizers they offer to go along with whatever your drink of choice may be. There's no need to worry about having to spend a fortune to indulge yourself in the many drinks that are available. The cost of drinks is reasonable, and the quality is superb.",5123962288,https://www.facebook.com/p/Fullmoon-Saloon-100042368575950/,https://i.imgur.com/PmWRvOr.jpg,https://i.imgur.com/FmUYBsF.jpg,https://i.imgur.com/bsoqLGp.png,https://i.imgur.com/LKcUoew.png,https://i.imgur.com/2i0VHOL.png,https://i.imgur.com/glwgFtl.png,,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 1:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,https://www.yelp.com/biz/full-moon-saloon-san-marcos,Good for Groups,https://www.facebook.com/p/Fullmoon-Saloon-100042368575950/,,$,4.1,Beer Bars,105,,,,,,,,,
651f366e1f8d452578e36396,jacksroadhouse,Jack's Roadhouse,"1625 Hunter Rd. San Marcos, TX 78666",29.87081,-97.95864,"Looking for a place to kick back, relax and enjoy a cold one (or two)? Jack's Roadhouse is just the place! With covered porch seating, live music and a full service bar, you're sure to be in for a good time.",5122148511,https://www.facebook.com/jacksroadhouse.sanmarcos/,https://i.imgur.com/OLiuFqs.png,https://i.imgur.com/38aYnpX.png,https://i.imgur.com/6LzGfNz.jpg,https://i.imgur.com/qHwyH9o.jpg,https://i.imgur.com/nSFqI5W.png,https://i.imgur.com/nuX3BVJ.png,,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,https://www.yelp.com/biz/jacks-roadhouse-san-marcos,"No Reservations,Accepts Credit Cards,Outdoor Seating,Divey,Casual,Loud,Good for Groups,Pool Table,Private Lot Parking,Free Wi-Fi,Live Music,Best nights on Monday,Best nights on Friday,Best nights on Saturday,Beer & Wine Only,Smoking Allowed,TV,Not Good For Dancing,Bike Parking",https://www.facebook.com/jacksroadhouse.sanmarcos/photos/,https://www.instagram.com/explore/locations/514277611/jacks-roadhouse-san-marcos/,$,4.3,Bars,338,,,,,,,,,
651f38671f8d452578e363a0,puttpub,Putt Pub,"307 S LBJ San Marcos, TX 78666",29.87933,-97.93925,"Two full bars, indoor and outdoor seating, tasty food trucks, games, and, of course, an 18-hole miniature golf course - Putt Pub is a great place for the kids at heart. This laid-back neighborhood bar is full of fun surprises (like a seesaw!) and you're always in for a good time.",5122229838,http://www.puttpub.com,https://i.imgur.com/p6Wqpx5.jpg,https://i.imgur.com/3eS1otI.png,https://i.imgur.com/kPbDhjB.jpg,https://i.imgur.com/c4BoE9Q.jpg,https://i.imgur.com/14SxE5d.png,https://i.imgur.com/1Ecuc5W.jpg,,1:00 PM - 2:00 AM,3:00 PM - 12:00 AM,1:00 PM - 2:00 AM,1:00 PM - 12:00 AM,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,https://www.yelp.com/biz/putt-pub-san-marcos,"Outdoor Seating,Street Parking,Private Lot Parking,Happy Hour Specials",https://www.facebook.com/puttpub/,https://www.instagram.com/puttpub/,$,4.6,"Bars,Mini Gold,Venues,Event Spaces",233,,,,,,,,,
651cdf6ef721dadd5abf223c,crafthouse,Crafthouse Kitchen And Tap,"242 N LBJ Dr, Suite 103 San Marcos, TX 78666",29.88426,-97.94011,"Looking for good food, excellent drinks, a great atmosphere and conveniently located in the heart of Downtown San Marcos? Crafthouse is just the spot! Crafthouse has flexible seating from booths, chairs and tables to pub tables with barstools. Our goal is to provide you with the freshest ingredients and we source with local vendors as a top priority. ",5126676700,https://www.crafthousetx.com,https://i.imgur.com/EvR9bnt.png,https://i.imgur.com/YRTRhV8.png,https://i.imgur.com/uy4D1k4.png,https://i.imgur.com/kn18A2Z.jpg,https://i.imgur.com/9swev5p.jpg,https://i.imgur.com/sKlmyQ0.jpg,https://i.imgur.com/bWxL4oi.png,11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,10:00 AM - 12:00 AM,10:00 AM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,https://www.yelp.com/biz/crafthouse-san-marcos,"Accepts Credit Cards,Bike Parking,Casual,Not Accepts Apple Pay,Free Wi-Fi,Full Bar,Good For Brunch,Good For Groups,Good For Kids,Good For Lunch,Good For KidsDinner,Loud,No Reservations,Offers Catering,Offers Takeout,Outdoor Seating,Street Parking,Trendy,TV,Vegan Options,Waiter Service",https://www.facebook.com/Crafthousetx/,https://www.instagram.com/crafthousetx/,$$,3.9,"American (New),Gastropubs",804,,,,,,,,,
651cdf78f721dadd5abf223d,davenport,The Davenport,"194 S Guadalupe St San Marcos, TX 78666",29.88033,-97.94129,"Great tunes, delicious food, tantalizing libations, FUR-BABE friendly with large outdoor patio seating for your “people watching” pleasure! From scotch to bourbon, martinis to cocktails, beer to wine, seasonal menus to ""mocktails"". We have RAD knowledgeable Staff who help create it all. Come getchyo LOUNGE on!",,https://www.thedavenportlounge.com,https://i.imgur.com/sAQ9AzN.jpg,https://i.imgur.com/PQH4KUo.png,https://i.imgur.com/J3BLWvJ.jpg,https://i.imgur.com/cM6xO7N.jpg,https://i.imgur.com/KjZN0J9.jpg,https://i.imgur.com/NrjUJG3.jpg,https://i.imgur.com/Z5LF9LF.jpg,12:00 PM - 2:00 AM,2:00 PM - 2:00 AM,11:00 PM - 2:00 AM,11:00 PM - 2:00 AM,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,https://www.yelp.com/biz/the-davenport-san-marcos,"Classy,Happy Hour Specials,Live Music,Offers Takeout,Outdoor Seating",https://www.facebook.com/davenportsanmarcos/,https://www.instagram.com/davenportsanmarcos/,$$,4.6,"Gastropubs,Lounges,Cocktail Bars",182,,,,,,,,,
651f35001f8d452578e3638e,freddycslounge,Freddy C's Lounge,"141 E. Hopkins St San Marcos, TX 78666",29.88346,-97.94043," Welcome to Freddy C’s, a hidden gem nestled in the heart of San Marcos, Texas. Our story is one of community, creativity, and a passion for serving unforgettable moments. Come enjoy your favorite sports on the largest HD screens in town or just sit back and relax as the fast and friendly staff take care of you.",5125570098,https://freddycssmtx.com/,https://i.imgur.com/lUQkWIG.jpg,https://i.imgur.com/CwOS2Ju.png,https://i.imgur.com/llWn7GN.jpg,https://i.imgur.com/MvVO3tc.jpg,https://i.imgur.com/5TshPU7.png,https://i.imgur.com/6HfQzPX.png,https://i.imgur.com/UsgngIu.jpg,2:00 PM - 2:00 AM,4:00 PM - 2:00 AM,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,https://www.yelp.com/biz/freddy-cs-lounge-san-marcos,"Pool Table,TV",https://www.facebook.com/FreddyCsLounge/,https://www.instagram.com/freddy_c_smtx/,$,4.5,"Cocktail Bars,Lounges",98,,,,,,,,,
